ci_high,ci_low,identity_count,mean,mean_offset_mm,method,metric,n_id,n_obs,region,release_radius_mm,variant
21.1170844429679,20.12272133082497,20,20.586084808158272,32.340271647771196,released,masked_psnr,384,4,eyes,150.0,primary_s5_h128_20k
18.42837368075256,17.383204780973003,20,17.926364299703113,32.340271647771196,released,masked_psnr,384,4,flame_supported,150.0,primary_s5_h128_20k
12.016735234797288,10.400242289076063,20,11.214763744348295,32.340271647771196,released,masked_psnr,384,4,flame_unsupported,150.0,primary_s5_h128_20k
15.232456469817247,13.981242129365086,20,14.605450692595573,32.340271647771196,released,masked_psnr,384,4,foreground,150.0,primary_s5_h128_20k
15.292729525352089,14.181673635606993,20,14.73409856049704,32.340271647771196,released,masked_psnr,384,4,full_frame,150.0,primary_s5_h128_20k
16.884179814885332,15.84302242773296,20,16.372722118414774,32.340271647771196,released,masked_psnr,384,4,head_foreground,150.0,primary_s5_h128_20k
18.790270651340155,17.740783280347912,20,18.273095641880325,32.340271647771196,released,masked_psnr,384,4,head_supported,150.0,primary_s5_h128_20k
11.548578413518802,10.083823048058452,20,10.807825885306054,32.340271647771196,released,masked_psnr,384,4,head_unsupported,150.0,primary_s5_h128_20k
21.07998204646593,19.15093700767981,20,20.01440598846963,32.340271647771196,released,masked_psnr,384,4,oral,150.0,primary_s5_h128_20k
13.359897670802496,11.543559367082409,20,12.439847710739306,32.340271647771196,released,masked_psnr,384,4,torso_outside_head_roi,150.0,primary_s5_h128_20k
17.25354936561318,14.339875442015568,20,15.711528476015635,32.077480665842685,released,masked_psnr,384,8,background,150.0,primary_s5_h128_20k
20.93862480698721,19.97325399672235,20,20.42632506863325,32.077480665842685,released,masked_psnr,384,8,eyes,150.0,primary_s5_h128_20k
18.445958970848306,17.353189015704494,20,17.917295950015394,32.077480665842685,released,masked_psnr,384,8,flame_supported,150.0,primary_s5_h128_20k
12.184119121670493,10.615952303341228,20,11.388023560088344,32.077480665842685,released,masked_psnr,384,8,flame_unsupported,150.0,primary_s5_h128_20k
15.33127261596361,14.035605149531285,20,14.681743051020556,32.077480665842685,released,masked_psnr,384,8,foreground,150.0,primary_s5_h128_20k
15.295840912390345,14.086209879457018,20,14.685278456408767,32.077480665842685,released,masked_psnr,384,8,full_frame,150.0,primary_s5_h128_20k
16.879124658112946,15.89546601205741,20,16.391289914009075,32.077480665842685,released,masked_psnr,384,8,head_foreground,150.0,primary_s5_h128_20k
18.80458879983152,17.73486824646256,20,18.273242251871842,32.077480665842685,released,masked_psnr,384,8,head_supported,150.0,primary_s5_h128_20k
11.605687325815758,10.232200649681028,20,10.902991693953377,32.077480665842685,released,masked_psnr,384,8,head_unsupported,150.0,primary_s5_h128_20k
20.16034942371708,19.023166386459692,20,19.576848484321278,32.077480665842685,released,masked_psnr,384,8,oral,150.0,primary_s5_h128_20k
13.557007185709777,11.609913004080179,20,12.582025460456705,32.077480665842685,released,masked_psnr,384,8,torso_outside_head_roi,150.0,primary_s5_h128_20k
0.05034249219232237,0.031228919003853554,20,0.040675581709465294,0.0,hard,masked_mae,8,1,background,0.0,primary_s5_h128_20k
0.08058843778280404,0.07071051019288925,20,0.07548465801982993,0.0,hard,masked_mae,8,1,eyes,0.0,primary_s5_h128_20k
0.09870441783856085,0.09011520980499724,20,0.09445254203903439,0.0,hard,masked_mae,8,1,flame_supported,0.0,primary_s5_h128_20k
0.656175850172451,0.5208397095352025,20,0.5899572942538172,0.0,hard,masked_mae,8,1,flame_unsupported,0.0,primary_s5_h128_20k
0.2680359215330825,0.2149671450840084,20,0.24159215324899536,0.0,hard,masked_mae,8,1,foreground,0.0,primary_s5_h128_20k
0.16958876370050516,0.13316088299096315,20,0.1513738207443796,0.0,hard,masked_mae,8,1,full_frame,0.0,primary_s5_h128_20k
0.14328303887126193,0.11570647817598512,20,0.12928606687507205,0.0,hard,masked_mae,8,1,head_foreground,0.0,primary_s5_h128_20k
0.086849402855568,0.0796195549803015,20,0.08322445167628326,0.0,hard,masked_mae,8,1,head_supported,0.0,primary_s5_h128_20k
0.5395509023706159,0.4238528644387759,20,0.48203336913135625,0.0,hard,masked_mae,8,1,head_unsupported,0.0,primary_s5_h128_20k
0.07918176359308317,0.07157149067733048,20,0.0754776878123522,0.0,hard,masked_mae,8,1,oral,0.0,primary_s5_h128_20k
0.5728644062385191,0.4508222539649138,20,0.5137958726757792,0.0,hard,masked_mae,8,1,torso_outside_head_roi,0.0,primary_s5_h128_20k
0.051649372276496186,0.0317228226820567,20,0.04138830383315776,0.0,hard,masked_mae,8,4,background,0.0,primary_s5_h128_20k
0.08072098693038235,0.07200591472156416,20,0.07634239095223502,0.0,hard,masked_mae,8,4,eyes,0.0,primary_s5_h128_20k
0.09081282313217463,0.08202021737388476,20,0.08631156549501387,0.0,hard,masked_mae,8,4,flame_supported,0.0,primary_s5_h128_20k
0.6557586493851036,0.5178058548489116,20,0.5894129544881359,0.0,hard,masked_mae,8,4,flame_unsupported,0.0,primary_s5_h128_20k
0.26022340397434657,0.2081481758089614,20,0.23503317205468321,0.0,hard,masked_mae,8,4,foreground,0.0,primary_s5_h128_20k
0.16709212256939285,0.13158910905321441,20,0.14923386196678554,0.0,hard,masked_mae,8,4,full_frame,0.0,primary_s5_h128_20k
0.13488228308588748,0.10819600736240746,20,0.1212147119995997,0.0,hard,masked_mae,8,4,head_foreground,0.0,primary_s5_h128_20k
0.07766683790342899,0.07062111747514631,20,0.07408844923743282,0.0,hard,masked_mae,8,4,head_supported,0.0,primary_s5_h128_20k
0.5410788567517499,0.4242391438871936,20,0.48288033567247857,0.0,hard,masked_mae,8,4,head_unsupported,0.0,primary_s5_h128_20k
0.07842687535821657,0.07065005875836333,20,0.07459087983651283,0.0,hard,masked_mae,8,4,oral,0.0,primary_s5_h128_20k
0.5690355038121185,0.451256054093103,20,0.5115817088106953,0.0,hard,masked_mae,8,4,torso_outside_head_roi,0.0,primary_s5_h128_20k
0.05148522632670465,0.03107370413946862,20,0.04095996951392701,0.0,hard,masked_mae,8,8,background,0.0,primary_s5_h128_20k
0.08308625846767592,0.07362434975309494,20,0.0783225778044071,0.0,hard,masked_mae,8,8,eyes,0.0,primary_s5_h128_20k
0.08855798501511337,0.07960605578135145,20,0.08400043785578229,0.0,hard,masked_mae,8,8,flame_supported,0.0,primary_s5_h128_20k
0.6552492752455632,0.5172021447884652,20,0.5888197636521534,0.0,hard,masked_mae,8,8,flame_unsupported,0.0,primary_s5_h128_20k
0.2615772710194191,0.2081780042861871,20,0.23570175337763882,0.0,hard,masked_mae,8,8,foreground,0.0,primary_s5_h128_20k
0.1666424914742961,0.1291625567741724,20,0.1484574811971205,0.0,hard,masked_mae,8,8,full_frame,0.0,primary_s5_h128_20k
0.1313248500072951,0.10540476753060968,20,0.1183237809047671,0.0,hard,masked_mae,8,8,head_foreground,0.0,primary_s5_h128_20k
0.07515403964055184,0.0682413375326177,20,0.07162623925764086,0.0,hard,masked_mae,8,8,head_supported,0.0,primary_s5_h128_20k
0.5348073207173624,0.42051165312812616,20,0.478472083008314,0.0,hard,masked_mae,8,8,head_unsupported,0.0,primary_s5_h128_20k
0.0780148534914555,0.07057950018062935,20,0.07438469378646183,0.0,hard,masked_mae,8,8,oral,0.0,primary_s5_h128_20k
0.5673553691369565,0.44756696197261897,20,0.5099649712627519,0.0,hard,masked_mae,8,8,torso_outside_head_roi,0.0,primary_s5_h128_20k
0.050511958919590226,0.03144641513972554,20,0.040834684364725975,0.0,hard,masked_mae,32,1,background,0.0,primary_s5_h128_20k
0.07691936661458103,0.06843479020520374,20,0.07260689624078065,0.0,hard,masked_mae,32,1,eyes,0.0,primary_s5_h128_20k
0.09863125294615648,0.08848692423141667,20,0.09346244348659813,0.0,hard,masked_mae,32,1,flame_supported,0.0,primary_s5_h128_20k
0.6519562417849364,0.5183508226474302,20,0.5880286936275292,0.0,hard,masked_mae,32,1,flame_unsupported,0.0,primary_s5_h128_20k
0.267513991215887,0.21216504397252864,20,0.2402841638091247,0.0,hard,masked_mae,32,1,foreground,0.0,primary_s5_h128_20k
0.16922209487160908,0.13236794637072655,20,0.1507411434020831,0.0,hard,masked_mae,32,1,full_frame,0.0,primary_s5_h128_20k
0.14163941057519916,0.1144829523652491,20,0.1281767365603506,0.0,hard,masked_mae,32,1,head_foreground,0.0,primary_s5_h128_20k
0.08692773655265493,0.07859060389447682,20,0.08273296482320458,0.0,hard,masked_mae,32,1,head_supported,0.0,primary_s5_h128_20k
0.5327593324604226,0.42125007074910015,20,0.47720632461527746,0.0,hard,masked_mae,32,1,head_unsupported,0.0,primary_s5_h128_20k
0.07946214444057517,0.0712732987621641,20,0.07540089196951061,0.0,hard,masked_mae,32,1,oral,0.0,primary_s5_h128_20k
0.5691343412412767,0.448176288919728,20,0.5117866510599842,0.0,hard,masked_mae,32,1,torso_outside_head_roi,0.0,primary_s5_h128_20k
0.05140946985504811,0.03177248024646322,20,0.04141599536525152,0.0,hard,masked_mae,32,4,background,0.0,primary_s5_h128_20k
0.07755865705448453,0.06916082772540391,20,0.07330117517919849,0.0,hard,masked_mae,32,4,eyes,0.0,primary_s5_h128_20k
0.0894666452963447,0.07945631685159693,20,0.08428218662435756,0.0,hard,masked_mae,32,4,flame_supported,0.0,primary_s5_h128_20k
0.6549620810732055,0.5179979029375116,20,0.5878455749349003,0.0,hard,masked_mae,32,4,flame_unsupported,0.0,primary_s5_h128_20k
0.25888636687799294,0.20637855897115215,20,0.23310000403590947,0.0,hard,masked_mae,32,4,foreground,0.0,primary_s5_h128_20k
0.16666033841443784,0.12993783022664465,20,0.1481993685686008,0.0,hard,masked_mae,32,4,full_frame,0.0,primary_s5_h128_20k
0.13264641246338132,0.10626550738710852,20,0.1192807277593988,0.0,hard,masked_mae,32,4,head_foreground,0.0,primary_s5_h128_20k
0.0766136621942848,0.06869719768994402,20,0.07256478390304558,0.0,hard,masked_mae,32,4,head_supported,0.0,primary_s5_h128_20k
0.5361834691116532,0.42165893889962364,20,0.4785905382963788,0.0,hard,masked_mae,32,4,head_unsupported,0.0,primary_s5_h128_20k
0.0770188769030725,0.06924924789630407,20,0.07323228600850742,0.0,hard,masked_mae,32,4,oral,0.0,primary_s5_h128_20k
0.5676124680878212,0.4470087159367685,20,0.5093634312061044,0.0,hard,masked_mae,32,4,torso_outside_head_roi,0.0,primary_s5_h128_20k
0.05212948662681074,0.03155529157938211,20,0.04126597400646761,0.0,hard,masked_mae,32,8,background,0.0,primary_s5_h128_20k
0.079650466611849,0.07097404623684753,20,0.07530721244465258,0.0,hard,masked_mae,32,8,eyes,0.0,primary_s5_h128_20k
0.08770439355577855,0.07793389994238159,20,0.08277859622982885,0.0,hard,masked_mae,32,8,flame_supported,0.0,primary_s5_h128_20k
0.6542353979390484,0.5182865235940032,20,0.5875812057194599,0.0,hard,masked_mae,32,8,flame_unsupported,0.0,primary_s5_h128_20k
0.26122477342875594,0.2068845015251487,20,0.23443923796824154,0.0,hard,masked_mae,32,8,foreground,0.0,primary_s5_h128_20k
0.1661946737146997,0.12928014824916786,20,0.14791793929894076,0.0,hard,masked_mae,32,8,full_frame,0.0,primary_s5_h128_20k
0.13014291454321142,0.10436945491829351,20,0.11715101389018445,0.0,hard,masked_mae,32,8,head_foreground,0.0,primary_s5_h128_20k
0.07469617939704788,0.0671126239662673,20,0.07086494567820122,0.0,hard,masked_mae,32,8,head_supported,0.0,primary_s5_h128_20k
0.5315299387754672,0.4171060833909749,20,0.47494455929587687,0.0,hard,masked_mae,32,8,head_unsupported,0.0,primary_s5_h128_20k
0.0767725677886078,0.06967691869387185,20,0.07330296290702229,0.0,hard,masked_mae,32,8,oral,0.0,primary_s5_h128_20k
0.5660661092986077,0.4441525793161018,20,0.5083346612103251,0.0,hard,masked_mae,32,8,torso_outside_head_roi,0.0,primary_s5_h128_20k
0.04982115004094309,0.030362733108624255,20,0.03978383280791498,0.0,hard,masked_mae,128,1,background,0.0,primary_s5_h128_20k
0.07778423065229484,0.06832345559124005,20,0.07305487601879221,0.0,hard,masked_mae,128,1,eyes,0.0,primary_s5_h128_20k
0.09623274125989129,0.08663101474063534,20,0.09150428551764479,0.0,hard,masked_mae,128,1,flame_supported,0.0,primary_s5_h128_20k
0.6542913208728008,0.5191180759683056,20,0.5889623568190212,0.0,hard,masked_mae,128,1,flame_unsupported,0.0,primary_s5_h128_20k
0.2656940837629978,0.21123165415466583,20,0.23921369828309413,0.0,hard,masked_mae,128,1,foreground,0.0,primary_s5_h128_20k
0.1690662995790377,0.1315023277663393,20,0.1496168046673655,0.0,hard,masked_mae,128,1,full_frame,0.0,primary_s5_h128_20k
0.1413426770232081,0.11325866465938313,20,0.127096047593275,0.0,hard,masked_mae,128,1,head_foreground,0.0,primary_s5_h128_20k
0.0852030517667637,0.07733929574530714,20,0.08128304014208101,0.0,hard,masked_mae,128,1,head_supported,0.0,primary_s5_h128_20k
0.5334135599259489,0.4216026774356195,20,0.47867706466310855,0.0,hard,masked_mae,128,1,head_unsupported,0.0,primary_s5_h128_20k
0.07935953957899922,0.07167078432475499,20,0.07564313129537222,0.0,hard,masked_mae,128,1,oral,0.0,primary_s5_h128_20k
0.5689289999937228,0.4461238533359445,20,0.5099570455743503,0.0,hard,masked_mae,128,1,torso_outside_head_roi,0.0,primary_s5_h128_20k
0.050900055682067284,0.031320762546887745,20,0.04089130546322477,0.0,hard,masked_mae,128,4,background,0.0,primary_s5_h128_20k
0.07899624887173247,0.06985791773177512,20,0.07443170783556163,0.0,hard,masked_mae,128,4,eyes,0.0,primary_s5_h128_20k
0.08799066114361007,0.07811612440144335,20,0.08294750346881338,0.0,hard,masked_mae,128,4,flame_supported,0.0,primary_s5_h128_20k
0.6533838462413594,0.5174018465949691,20,0.5878959747429546,0.0,hard,masked_mae,128,4,flame_unsupported,0.0,primary_s5_h128_20k
0.25747203992850476,0.2045540071199659,20,0.23214932646410133,0.0,hard,masked_mae,128,4,foreground,0.0,primary_s5_h128_20k
0.16559563641828937,0.1291191126480083,20,0.14740300548525442,0.0,hard,masked_mae,128,4,full_frame,0.0,primary_s5_h128_20k
0.1318752814490529,0.1052561689050713,20,0.11829880959708308,0.0,hard,masked_mae,128,4,head_foreground,0.0,primary_s5_h128_20k
0.07531537571502585,0.0678869762483193,20,0.07149498564873773,0.0,hard,masked_mae,128,4,head_supported,0.0,primary_s5_h128_20k
0.5354724901122011,0.42158568899611687,20,0.47835400170381914,0.0,hard,masked_mae,128,4,head_unsupported,0.0,primary_s5_h128_20k
0.07678339473211473,0.06946238814936481,20,0.07328611247717544,0.0,hard,masked_mae,128,4,oral,0.0,primary_s5_h128_20k
0.5663252135499578,0.4448994337025591,20,0.5080473204607739,0.0,hard,masked_mae,128,4,torso_outside_head_roi,0.0,primary_s5_h128_20k
0.05129904010347467,0.030717332157563677,20,0.04072629008228507,0.0,hard,masked_mae,128,8,background,0.0,primary_s5_h128_20k
0.08117456189886711,0.07171580104501121,20,0.07639112445893467,0.0,hard,masked_mae,128,8,eyes,0.0,primary_s5_h128_20k
0.08696123531535187,0.0771947462379633,20,0.08200701108216521,0.0,hard,masked_mae,128,8,flame_supported,0.0,primary_s5_h128_20k
