change_in_comparison_advantage,ci_high,ci_low,comparison,control_variant,identity_count,metric,n_id,n_obs,reference_variant,region
-4.3547522901150035,-3.28305963190946,-5.399407819126964,adaptive,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,foreground
-4.770036426236935,-3.662550751429717,-5.826635734590632,released,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,foreground
-2.692699385724448,-1.949689954710868,-3.444550354750241,adaptive,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,full_frame
-2.853046611167435,-2.0104675856756677,-3.6522090439451858,released,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,full_frame
0.7101242821689508,1.1167114197980559,0.3067424063711892,adaptive,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,head_foreground
0.9044040338336512,1.3012307865631598,0.49187584155468606,released,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,head_foreground
1.3819147692943654,1.778860655249246,1.0137793826668344,adaptive,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,head_supported
1.5526996636742605,1.9318375879566556,1.2009896086609944,released,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,head_supported
-0.5681605428576926,0.5108009086774139,-1.7761841951358048,adaptive,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,head_unsupported
-0.3264893442729889,0.4397511215833123,-1.2228166021452247,released,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,head_unsupported
0.8842635938679729,1.271495024454009,0.48035722157173877,adaptive,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,oral
0.8124398478464766,1.1131976602543345,0.512673488286509,released,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,oral
-6.8953636499022455,-5.546035089984999,-8.203633224392245,adaptive,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,torso_outside_head_roi
-7.417107761218159,-5.931183589079683,-8.816066051894136,released,head_target_density1,20,masked_psnr,384,8,primary_full_target_density1,torso_outside_head_roi
0.5988710187798981,1.2218112715412544,-0.012805322680906419,adaptive,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,background
0.39922435740370793,1.038254438518415,-0.20386629682402596,released,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,background
0.04592020514285826,0.5558537848681591,-0.3676889098695902,adaptive,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,eyes
0.19858734824877233,0.5984658660388986,-0.1515090525231263,released,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,eyes
-0.11208249453591365,0.22347923184262924,-0.4413556927895284,adaptive,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,flame_supported
-0.21558462824142657,0.10651924459376363,-0.5426810794658842,released,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,flame_supported
-0.11481713077681761,0.10719623201273902,-0.3487206233702714,adaptive,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,flame_unsupported
0.13146699835167813,0.3412663603438912,-0.07748394988561404,released,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,flame_unsupported
0.009140851461584453,0.19683578170768984,-0.1974257053609703,adaptive,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,foreground
0.17666726354756856,0.3620720304064856,-0.00044005404281992865,released,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,foreground
0.09687639289275966,0.2353696170124141,-0.04886219224086671,adaptive,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,full_frame
0.20412879378050514,0.3576517252107872,0.04761282077065087,released,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,full_frame
-0.15488049452271363,0.0763290117254692,-0.4070145479976637,adaptive,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,head_foreground
-0.2458747992126189,-0.04624783755481917,-0.4278152947935086,released,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,head_foreground
0.02309136309570503,0.35785503963332027,-0.2956028516802402,adaptive,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,head_supported
-0.08135739134140323,0.2371131920351435,-0.3978591698739503,released,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,head_supported
-0.5429316152961381,0.14167344723797107,-1.3446208479747432,adaptive,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,head_unsupported
-0.6059106789141786,-0.15110441784824608,-1.075320179113418,released,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,head_unsupported
0.44398850197136375,0.7225871209380855,0.17476119963984693,adaptive,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,oral
0.15318659915588864,0.33814575107868516,-0.03662175780372464,released,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,oral
0.08556012509512148,0.45197438029364845,-0.3099668532005695,adaptive,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,torso_outside_head_roi
0.3905032615074933,0.686561237495905,0.047082820696644406,released,full_target_density2,20,masked_psnr,8,1,primary_full_target_density1,torso_outside_head_roi
0.5249755727695343,0.988151633768256,0.10132190300898838,adaptive,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,background
