ci_high,ci_low,control_minus_reference_mean,control_variant,geometry_metric,identity_count,method,n_id,n_obs,reference_variant
-15.135996112823486,-21.33719734628995,-18.250970443089802,head_target_density1,scalp_offset_mean_mm,20,adaptive,8,8,primary_full_target_density1
-9.85084353208542,-16.936882665952048,-13.512462043762207,head_target_density1,scalp_offset_mean_mm,20,released,8,1,primary_full_target_density1
-9.234248081048328,-15.26306880315145,-12.290049854914347,head_target_density1,scalp_offset_mean_mm,20,released,8,4,primary_full_target_density1
-9.848291855255763,-15.20620864947637,-12.480458132425943,head_target_density1,scalp_offset_mean_mm,20,released,8,8,primary_full_target_density1
0.0,0.0,0.0,head_target_density1,scalp_offset_mean_mm,20,hard,384,1,primary_full_target_density1
0.0,0.0,0.0,head_target_density1,scalp_offset_mean_mm,20,hard,384,4,primary_full_target_density1
0.0,0.0,0.0,head_target_density1,scalp_offset_mean_mm,20,hard,384,8,primary_full_target_density1
-25.45827557682992,-36.08307651321093,-31.0957777818044,head_target_density1,scalp_offset_mean_mm,20,adaptive,384,1,primary_full_target_density1
-24.47628650824229,-36.91626472274463,-31.090336036682125,head_target_density1,scalp_offset_mean_mm,20,adaptive,384,4,primary_full_target_density1
-24.689906578063965,-36.41865906357766,-30.819254986445106,head_target_density1,scalp_offset_mean_mm,20,adaptive,384,8,primary_full_target_density1
-28.12337390939395,-39.30329964439075,-34.24096264839172,head_target_density1,scalp_offset_mean_mm,20,released,384,1,primary_full_target_density1
-27.7769328268369,-40.140174865722656,-34.43493941624959,head_target_density1,scalp_offset_mean_mm,20,released,384,4,primary_full_target_density1
-28.0829691028595,-39.65173620382945,-34.23412486712137,head_target_density1,scalp_offset_mean_mm,20,released,384,8,primary_full_target_density1
0.0,0.0,0.0,full_target_density2,scalp_offset_mean_mm,20,hard,8,1,primary_full_target_density1
0.0,0.0,0.0,full_target_density2,scalp_offset_mean_mm,20,hard,8,4,primary_full_target_density1
0.0,0.0,0.0,full_target_density2,scalp_offset_mean_mm,20,hard,8,8,primary_full_target_density1
-3.0218649355570486,-6.616834423542023,-4.765944353739422,full_target_density2,scalp_offset_mean_mm,20,adaptive,8,1,primary_full_target_density1
-3.251888706684112,-6.401408213774365,-4.834558836619059,full_target_density2,scalp_offset_mean_mm,20,adaptive,8,4,primary_full_target_density1
-3.6341957163810727,-6.74731813510259,-5.164384492238361,full_target_density2,scalp_offset_mean_mm,20,adaptive,8,8,primary_full_target_density1
-1.9061030940214796,-4.77915500164032,-3.3827684720357256,full_target_density2,scalp_offset_mean_mm,20,released,8,1,primary_full_target_density1
-1.0454885534445428,-3.2969849344094606,-2.178146314620971,full_target_density2,scalp_offset_mean_mm,20,released,8,4,primary_full_target_density1
-1.4324925875663759,-3.5298829126358036,-2.5030870119730633,full_target_density2,scalp_offset_mean_mm,20,released,8,8,primary_full_target_density1
0.0,0.0,0.0,full_target_density2,scalp_offset_mean_mm,20,hard,384,1,primary_full_target_density1
0.0,0.0,0.0,full_target_density2,scalp_offset_mean_mm,20,hard,384,4,primary_full_target_density1
0.0,0.0,0.0,full_target_density2,scalp_offset_mean_mm,20,hard,384,8,primary_full_target_density1
2.486610141595202,-2.627799263000488,-0.14266252517700223,full_target_density2,scalp_offset_mean_mm,20,adaptive,384,1,primary_full_target_density1
3.369794390598932,-2.627606136401494,0.1995470364888515,full_target_density2,scalp_offset_mean_mm,20,adaptive,384,4,primary_full_target_density1
4.0596776672204316,-2.080496584574381,0.8559795220692953,full_target_density2,scalp_offset_mean_mm,20,adaptive,384,8,primary_full_target_density1
-5.5877761205037455,-12.21499382654826,-9.017916584014895,full_target_density2,scalp_offset_mean_mm,20,released,384,1,primary_full_target_density1
-3.5068695783615085,-11.11471120993296,-7.506598472595212,full_target_density2,scalp_offset_mean_mm,20,released,384,4,primary_full_target_density1
-3.428533917268118,-10.77720451752345,-7.310058879852295,full_target_density2,scalp_offset_mean_mm,20,released,384,8,primary_full_target_density1
