ci_high,ci_low,control_advantage_mean,control_variant,identity_count,method,metric,n_id,n_obs,reference_variant,region
3.9409393368471455,1.8541941819054375,2.7765448084108106,head_target_density1,20,released,masked_psnr,384,4,primary_full_target_density1,background
1.5227777027526996,0.5947276320081413,1.0440741540647271,head_target_density1,20,released,masked_psnr,384,4,primary_full_target_density1,eyes
-1.1192382249563828,-2.852670771885158,-1.974012546285169,head_target_density1,20,released,masked_psnr,384,4,primary_full_target_density1,flame_supported
-4.408337710087075,-7.053176821902992,-5.7800973447997475,head_target_density1,20,released,masked_psnr,384,4,primary_full_target_density1,flame_unsupported
-3.5530626692295444,-5.688805687239022,-4.655033902817887,head_target_density1,20,released,masked_psnr,384,4,primary_full_target_density1,foreground
-2.051526343808766,-3.6493727937807425,-2.857051764035976,head_target_density1,20,released,masked_psnr,384,4,primary_full_target_density1,full_frame
1.2774658292962136,0.44863227159244545,0.8724403108671744,head_target_density1,20,released,masked_psnr,384,4,primary_full_target_density1,head_foreground
1.816913392416314,1.1310554762268208,1.464433127224144,head_target_density1,20,released,masked_psnr,384,4,primary_full_target_density1,head_supported
0.6218164270613731,-1.137026995981085,-0.20542210419180512,head_target_density1,20,released,masked_psnr,384,4,primary_full_target_density1,head_unsupported
1.0401164887187286,0.4814287828492383,0.7605691213307868,head_target_density1,20,released,masked_psnr,384,4,primary_full_target_density1,oral
-5.907374407157382,-8.747419742261812,-7.362593992005687,head_target_density1,20,released,masked_psnr,384,4,primary_full_target_density1,torso_outside_head_roi
3.7000894532652056,1.4701137730857496,2.505023941750097,head_target_density1,20,released,masked_psnr,384,8,primary_full_target_density1,background
1.3591283358502295,0.5959073478513434,0.9664310701691164,head_target_density1,20,released,masked_psnr,384,8,primary_full_target_density1,eyes
-1.0430859658775953,-2.9107723775846064,-1.9746736039116506,head_target_density1,20,released,masked_psnr,384,8,primary_full_target_density1,flame_supported
-4.683158118795726,-7.223088289237506,-5.985403592021517,head_target_density1,20,released,masked_psnr,384,8,primary_full_target_density1,flame_unsupported
-3.6922246231291056,-5.855963582764293,-4.809560048262813,head_target_density1,20,released,masked_psnr,384,8,primary_full_target_density1,foreground
-2.1009186775533872,-3.6989127784704547,-2.9023354476130168,head_target_density1,20,released,masked_psnr,384,8,primary_full_target_density1,full_frame
1.305343886138494,0.48403985365053254,0.901374080266031,head_target_density1,20,released,masked_psnr,384,8,primary_full_target_density1,head_foreground
1.9438996190137718,1.1953443189826096,1.553774472040684,head_target_density1,20,released,masked_psnr,384,8,primary_full_target_density1,head_supported
0.4402984085230073,-1.2008242851225617,-0.3329635105595694,head_target_density1,20,released,masked_psnr,384,8,primary_full_target_density1,head_unsupported
1.068041835945243,0.5032873311787673,0.7834733410708583,head_target_density1,20,released,masked_psnr,384,8,primary_full_target_density1,oral
-6.0224342532463995,-8.906982305569683,-7.486608673364161,head_target_density1,20,released,masked_psnr,384,8,primary_full_target_density1,torso_outside_head_roi
-0.3070829850402726,-0.6647849168011802,-0.48884256435375456,full_target_density2,20,hard,masked_psnr,8,1,primary_full_target_density1,background
0.15252168699549004,-0.11038782808208492,0.02188435321337785,full_target_density2,20,hard,masked_psnr,8,1,primary_full_target_density1,eyes
0.8948643059246806,0.521442802738617,0.7034140350900815,full_target_density2,20,hard,masked_psnr,8,1,primary_full_target_density1,flame_supported
0.13639186411265547,0.05601436408727428,0.09107736500175508,full_target_density2,20,hard,masked_psnr,8,1,primary_full_target_density1,flame_unsupported
0.17934472047986671,0.11121915518941738,0.14503918116474304,full_target_density2,20,hard,masked_psnr,8,1,primary_full_target_density1,foreground
0.08849782156446999,-0.01780948196474904,0.039420683100607555,full_target_density2,20,hard,masked_psnr,8,1,primary_full_target_density1,full_frame
