advantage_over_hard_mean,ci_high,ci_low,comparison,fraction_identities_advantage_positive,identity_count,metric,n_id,n_obs,region,training_seed,variant
0.6998559773167659,1.048539985648767,0.3603107563471257,released,0.8,20,masked_psnr,8,8,head_foreground,0,head_target_density1
-0.8172178898274398,-0.16867189345688632,-1.6481324894339282,adaptive,0.4,20,masked_psnr,8,8,head_supported,0,head_target_density1
-0.7303166583919294,-0.2308901423000378,-1.3359369658385116,released,0.35,20,masked_psnr,8,8,head_supported,0,head_target_density1
0.9695426068920359,1.4660046895177914,0.5229549562327638,adaptive,0.85,20,masked_psnr,8,8,head_unsupported,0,head_target_density1
1.327875519653274,1.826983555194927,0.8865137888184561,released,0.9,20,masked_psnr,8,8,head_unsupported,0,head_target_density1
-0.2754248765167732,-0.03685013245407505,-0.5233309158427754,adaptive,0.3,20,masked_psnr,8,8,oral,0,head_target_density1
0.062100441233177685,0.3352638010245547,-0.1961524470084397,released,0.45,20,masked_psnr,8,8,oral,0,head_target_density1
-0.10860945987889659,0.03527507513036098,-0.2361838085359102,adaptive,0.3,20,masked_psnr,8,8,torso_outside_head_roi,0,head_target_density1
0.03967226257783163,0.16084863102099442,-0.07029152564449086,released,0.45,20,masked_psnr,8,8,torso_outside_head_roi,0,head_target_density1
-0.9413123531811142,-0.16106579524364767,-1.7502154336871985,adaptive,0.4,20,masked_psnr,384,1,background,0,head_target_density1
0.5572800412916696,1.629039820082787,-0.48446371885144157,released,0.7,20,masked_psnr,384,1,background,0,head_target_density1
0.6224757779120231,0.8852141860134385,0.36730745922031555,adaptive,0.9,20,masked_psnr,384,1,eyes,0,head_target_density1
0.865917306380924,1.2915867800578609,0.46491904565517606,released,0.85,20,masked_psnr,384,1,eyes,0,head_target_density1
-1.4353592939460609,-1.048734580467111,-1.8175796715175245,adaptive,0.05,20,masked_psnr,384,1,flame_supported,0,head_target_density1
-1.0964287606003005,-0.719024559931632,-1.47758568681361,released,0.1,20,masked_psnr,384,1,flame_supported,0,head_target_density1
1.1065627939240716,1.5681119907555487,0.6915950454033563,adaptive,0.9,20,masked_psnr,384,1,flame_unsupported,0,head_target_density1
1.0683702119607699,1.5182751072734992,0.6876385858002758,released,0.9,20,masked_psnr,384,1,flame_unsupported,0,head_target_density1
0.6904527847404769,1.0988789987866658,0.3341548647587017,adaptive,0.75,20,masked_psnr,384,1,foreground,0,head_target_density1
0.7159443060786026,1.1374751238043914,0.38235370980958183,released,0.8,20,masked_psnr,384,1,foreground,0,head_target_density1
0.49007510079679895,0.8611615719527975,0.1731851731685975,adaptive,0.65,20,masked_psnr,384,1,full_frame,0,head_target_density1
0.7153306828887819,1.083050413406374,0.3919839518062229,released,0.9,20,masked_psnr,384,1,full_frame,0,head_target_density1
2.9524383235142,3.7912929655441197,2.1836714015915235,adaptive,1.0,20,masked_psnr,384,1,head_foreground,0,head_target_density1
3.1553182748780895,3.983060398548759,2.3859317657558052,released,1.0,20,masked_psnr,384,1,head_foreground,0,head_target_density1
0.39882209111570893,0.553377923572731,0.25429046326664445,adaptive,0.95,20,masked_psnr,384,1,head_supported,0,head_target_density1
0.5959120795353151,0.7572703376609723,0.4283191332887601,released,0.95,20,masked_psnr,384,1,head_supported,0,head_target_density1
4.538637910796345,5.652713804462922,3.4276214545572024,adaptive,0.95,20,masked_psnr,384,1,head_unsupported,0,head_target_density1
4.895078759850753,6.0008620434896285,3.7991659334690935,released,1.0,20,masked_psnr,384,1,head_unsupported,0,head_target_density1
-0.06503059107893136,0.18528124606553462,-0.3052898575770348,adaptive,0.4,20,masked_psnr,384,1,oral,0,head_target_density1
0.05402267532143803,0.29129043254572806,-0.19104971283660319,released,0.6,20,masked_psnr,384,1,oral,0,head_target_density1
