fold,condition,radius_mm,camera_id,split,oral_psnr,oral_mae,supported_psnr,unsupported_psnr,head_psnr
fold_b,r100,100.0,222200040,train,28.981631111793227,0.0259160892937773,32.047178938529974,33.04750258124474,32.456734169823626
fold_b,r100,100.0,222200036,heldout,29.567473234654145,0.028072579479439832,27.764541890372985,31.755528080764776,29.379462711980825
fold_b,r100,100.0,222200048,heldout,28.992261648216036,0.030341735113234746,26.261462284208005,29.689354769214006,28.07581833704973
fold_b,r100,100.0,220700191,train,32.55109587548726,0.016497363048384946,36.85143939140664,37.36538780427307,37.11648470075081
fold_b,r100,100.0,222200041,train,36.2283766565868,0.011223155733138796,36.29097030942107,34.41061874432529,35.110079173813816
fold_b,r100,100.0,222200037,train,37.99015128657866,0.009019607305526733,38.09030974987377,37.68316805701343,37.949887088400985
fold_b,r100,100.0,222200038,train,36.77210126727048,0.010726643543617399,35.62729654979845,34.97875053354831,35.36545166721753
fold_b,r100,100.0,222200047,heldout,31.782292978148444,0.021647428508064143,28.200984520892657,33.641529555437415,30.479684708968907
fold_b,r100,100.0,222200043,heldout,27.911063673166623,0.035626856486002605,27.399839650293142,30.920660928786205,28.816371335891677
fold_b,r100,100.0,222200049,train,31.446779604252697,0.019688820065298616,36.47467255293709,35.00053971227558,35.17908931230586
fold_b,r100,100.0,222200039,train,35.499614090244926,0.012190301288930021,34.600735525195134,33.52718771369967,33.928029280709126
fold_b,r100,100.0,222200045,train,35.36186610914841,0.01191553702721229,40.41466786415259,32.82356780418282,35.19355733919825
fold_b,r100,100.0,221501007,train,33.39788093224992,0.011411765416463215,40.4930094832115,35.67590251920231,37.525280185848956
fold_b,r150,150.0,222200042,train,30.587957544698007,0.01702614426612854,41.10829439479379,37.484501047640194,38.95204246682215
fold_b,r150,150.0,222200044,train,32.184237592051865,0.016833149412143155,39.51959995069667,35.4943578268911,36.74817540981063
fold_b,r150,150.0,222200046,train,34.647754884127586,0.013423831646259014,38.328551130342476,37.73098411646736,37.90694780414044
fold_b,r150,150.0,222200040,train,29.675822232021606,0.02304026901081044,31.786885227234556,31.30741422899738,31.2822877818194
fold_b,r150,150.0,222200036,heldout,29.445332151211858,0.027990310064284672,27.601910607081223,31.67710035083918,29.320458509933736
fold_b,r150,150.0,222200048,heldout,28.32544643715266,0.031633983793712794,26.098039542113188,29.09862102329468,27.69617873045896
fold_b,r150,150.0,220700191,train,32.42457747129247,0.016513110164657653,37.06514931795842,38.079913398802795,37.47289484222702
fold_b,r150,150.0,222200041,train,35.08959286803977,0.012947400410970053,36.03097367376395,37.663493356437534,37.06216390207911
fold_b,r150,150.0,222200037,train,36.69025342673102,0.010784313082695007,37.51251093954814,39.063883442085256,38.44363720448933
fold_b,r150,150.0,222200038,train,36.842209708892206,0.010918877483193392,36.37758636918199,35.65898062186989,35.89003100639239
fold_b,r150,150.0,222200047,heldout,31.54584132416715,0.02187920067609061,27.96894174831241,33.94314240935677,30.379137101297676
fold_b,r150,150.0,222200043,heldout,28.153058190133343,0.035626856486002605,26.955416875241845,30.21027920691783,28.52427788657213
fold_b,r150,150.0,222200049,train,30.687527237290002,0.02241887877472734,36.64543901804647,35.39345892915006,35.48654573114438
fold_b,r150,150.0,222200039,train,37.03387624100583,0.010923645601100084,33.625653473401876,35.28953298662816,34.703662667784386
fold_b,r150,150.0,222200045,train,34.04506889503986,0.013055138098887907,40.89736871089872,34.566711719894094,36.58386797327705
fold_b,r150,150.0,221501007,train,33.17489797763431,0.012248365879058839,40.174305581261684,35.697368867930564,37.44431418760419
fold_b,r200,200.0,222200042,train,31.22072554600287,0.01656862795352936,40.94923193231283,36.57851665104741,38.34296507906457
fold_b,r200,200.0,222200044,train,32.55679055217396,0.016561844064004766,39.41713033158448,35.72596546981248,37.01920297171883
fold_b,r200,200.0,222200046,train,36.119634381137544,0.011855203677446415,37.99012781018356,37.516009233797206,37.649609046660636
fold_b,r200,200.0,222200040,train,28.475398113689042,0.025865487129457534,32.253844090755194,32.02772409970928,31.891472246740804
fold_b,r200,200.0,222200036,heldout,28.58612991298849,0.0307326639170969,27.67294296514029,32.061074012019894,29.378010966154644
fold_b,r200,200.0,222200048,heldout,27.971062591897052,0.03438281831287202,26.331090342690313,29.514705135379927,28.021363451191856
fold_b,r200,200.0,220700191,train,32.69211716700304,0.017056461318908447,36.41752023498371,37.72887318967156,37.20075830939979
fold_b,r200,200.0,222200041,train,35.000506211325934,0.013339557344951326,36.833169802123315,38.012162201455254,37.51848102610823
fold_b,r200,200.0,222200037,train,38.495877129489934,0.008766340216000874,37.95223045455986,38.19356855631892,38.240685920277
fold_b,r200,200.0,222200038,train,35.46177268110034,0.012501600521062714,36.02289541329887,36.55008409614932,36.2444048684484
fold_b,r200,200.0,222200047,heldout,31.103281069335907,0.02339035061234278,28.34254182799996,33.98969321082813,30.738755518021286
fold_b,r200,200.0,222200043,heldout,28.069645868301016,0.03463655722261679,25.823873081715178,30.331718562529588,27.99654467910309
fold_b,r200,200.0,222200049,train,32.54789578431805,0.017537162015571706,35.79447971317531,34.720075985992835,34.88127410752721
fold_b,r200,200.0,222200039,train,35.39794926265618,0.012636164978185057,33.804959401348654,35.37741994430015,34.69126560937919
fold_b,r200,200.0,222200045,train,34.254318246928776,0.01328976235838018,40.36299318042996,34.89579652045553,36.56576956381562
fold_b,r200,200.0,221501007,train,32.72167260615888,0.013202613194783528,39.914198101788514,36.2443799534483,37.608066362668936
fold_b,free,-1.0,222200042,train,29.427983843454875,0.019493464628855386,40.77128501735211,37.044835116814106,38.60026542778357
