advantage_over_hard_mean,ci_high,ci_low,comparison,fraction_identities_advantage_positive,identity_count,metric,n_id,n_obs,region,variant
-0.26895983416782554,0.2400757178421444,-0.7994154196715748,released,0.4,20,masked_psnr,8,4,head_foreground,full_target_density2
-2.3079295359571423,-1.7405923948670408,-2.9210927252096286,released,0.0,20,masked_psnr,8,4,head_supported,full_target_density2
0.9120746254579482,1.4475689955192859,0.40245060553162204,released,0.8,20,masked_psnr,8,4,head_unsupported,full_target_density2
3.221047940239523,4.053094604626427,2.393230938493057,released,0.95,20,masked_psnr,8,4,torso_outside_head_roi,full_target_density2
2.631040305427034,3.410417208507497,1.838553374499808,released,0.9,20,masked_psnr,384,4,head_foreground,full_target_density2
-0.4827206657695687,-0.24804675132852233,-0.7478233873214352,released,0.25,20,masked_psnr,384,4,head_supported,full_target_density2
4.792552902610057,5.919339502066351,3.736651900585299,released,1.0,20,masked_psnr,384,4,head_unsupported,full_target_density2
7.1180589521715785,8.212292969905981,6.012267545168017,released,1.0,20,masked_psnr,384,4,torso_outside_head_roi,full_target_density2
0.5678395668159537,0.9377892421336297,0.23216361608784136,released,0.75,20,masked_psnr,8,4,head_foreground,head_target_density1
-0.8537682976126822,-0.33717818342463307,-1.4637884533428687,released,0.25,20,masked_psnr,8,4,head_supported,head_target_density1
1.211022087965786,1.7477985058574887,0.7396776020019049,released,0.95,20,masked_psnr,8,4,head_unsupported,head_target_density1
0.1293957497369966,0.2630067523466339,0.010628373098078214,released,0.65,20,masked_psnr,8,4,torso_outside_head_roi,head_target_density1
3.3366023013429014,4.163445801336832,2.565324677368963,released,1.0,20,masked_psnr,384,4,head_foreground,head_target_density1
0.5736436016923119,0.7567157447983527,0.3647918394159551,released,0.95,20,masked_psnr,384,4,head_supported,head_target_density1
4.917979440493559,5.966544119824205,3.9215732322979946,released,1.0,20,masked_psnr,384,4,head_unsupported,head_target_density1
-0.19402395867119698,0.020180759391225798,-0.3754122882554492,released,0.2,20,masked_psnr,384,4,torso_outside_head_roi,head_target_density1
-0.09476617743974902,0.4300604125798945,-0.6329007152584112,released,0.5,20,masked_psnr,8,4,head_foreground,primary_full_target_density1
-2.372035984054353,-1.8506460253454058,-2.9897400931161147,released,0.0,20,masked_psnr,8,4,head_supported,primary_full_target_density1
1.5102483513172527,2.2264480059894285,0.8618895168555847,released,0.85,20,masked_psnr,8,4,head_unsupported,primary_full_target_density1
2.8926181667572313,3.7501498473845354,1.9996609597656558,released,0.95,20,masked_psnr,8,4,torso_outside_head_roi,primary_full_target_density1
1.7847756704722435,2.7142876784026084,0.847043755785249,released,0.75,20,masked_psnr,32,4,head_foreground,primary_full_target_density1
-1.5588331138760734,-1.105159663958999,-2.0524438118346424,released,0.0,20,masked_psnr,32,4,head_supported,primary_full_target_density1
4.471699047143039,5.8491018216529165,3.086384096791914,released,0.95,20,masked_psnr,32,4,head_unsupported,primary_full_target_density1
5.990364484520312,6.888728358361133,5.003769634770152,released,1.0,20,masked_psnr,32,4,torso_outside_head_roi,primary_full_target_density1
2.188612329936141,2.916920018661501,1.465642780621776,released,0.9,20,masked_psnr,128,4,head_foreground,primary_full_target_density1
-1.0117102684085257,-0.5914983281107963,-1.457261627986513,released,0.15,20,masked_psnr,128,4,head_supported,primary_full_target_density1
