ci_high,ci_low,identity_count,mean,method,metric,n_id,n_obs,region,seed_aggregation,seed_count
21.661601557964172,14.622529124105613,20,17.497462097583053,adaptive,masked_psnr,8,1,background,mean within held-out identity before identity bootstrap,3
21.149126860733855,19.624783464829576,20,20.45059754480642,adaptive,masked_psnr,8,1,eyes,mean within held-out identity before identity bootstrap,3
15.913075000481458,14.467343601465451,20,15.204222449292326,adaptive,masked_psnr,8,1,flame_supported,mean within held-out identity before identity bootstrap,3
8.252491396849322,6.466322006508826,20,7.335619262302197,adaptive,masked_psnr,8,1,flame_unsupported,mean within held-out identity before identity bootstrap,3
11.96847335314542,10.333651992863198,20,11.13813535367063,adaptive,masked_psnr,8,1,foreground,mean within held-out identity before identity bootstrap,3
12.836520589651524,11.63198421725001,20,12.219426972440614,adaptive,masked_psnr,8,1,full_frame,mean within held-out identity before identity bootstrap,3
20.472043446427822,18.598757006959268,20,19.452909054442333,adaptive,masked_psnr,8,1,oral,mean within held-out identity before identity bootstrap,3
21.53850404215076,14.77439191974831,20,17.680611458848634,adaptive,masked_psnr,8,4,background,mean within held-out identity before identity bootstrap,3
20.741757584655748,19.39960582349827,20,20.090146631984297,adaptive,masked_psnr,8,4,eyes,mean within held-out identity before identity bootstrap,3
16.31288061158434,14.924909749717893,20,15.615789758127814,adaptive,masked_psnr,8,4,flame_supported,mean within held-out identity before identity bootstrap,3
8.327056945381875,6.504395181041448,20,7.407191962767901,adaptive,masked_psnr,8,4,flame_unsupported,mean within held-out identity before identity bootstrap,3
12.135913475869398,10.512666372996291,20,11.306910712458974,adaptive,masked_psnr,8,4,foreground,mean within held-out identity before identity bootstrap,3
12.960968301220609,11.759721931598191,20,12.346613903010725,adaptive,masked_psnr,8,4,full_frame,mean within held-out identity before identity bootstrap,3
20.556333381489885,18.541048680141355,20,19.423477055594507,adaptive,masked_psnr,8,4,oral,mean within held-out identity before identity bootstrap,3
21.0250018156016,14.843266026753268,20,17.590720910295826,adaptive,masked_psnr,8,8,background,mean within held-out identity before identity bootstrap,3
20.624746467968002,19.2382579382856,20,19.964610315098838,adaptive,masked_psnr,8,8,eyes,mean within held-out identity before identity bootstrap,3
16.267800101033806,14.930172837453064,20,15.593113422055882,adaptive,masked_psnr,8,8,flame_supported,mean within held-out identity before identity bootstrap,3
8.405755184814412,6.490640861263274,20,7.435704008449891,adaptive,masked_psnr,8,8,flame_unsupported,mean within held-out identity before identity bootstrap,3
