advantage_over_hard_mean,ci_high,ci_low,comparison,fraction_identities_advantage_positive,identity_count,metric,n_id,n_obs,region,seed_aggregation,seed_count,training_seed
2.8390219708534685,3.5732180333912744,2.0790932384970557,adaptive,0.9,20,masked_psnr,128,8,full_frame,paired effect averaged within identity across seeds,1,0
3.055043693397407,3.7387895214208413,2.3586498381689283,released,1.0,20,masked_psnr,128,8,full_frame,paired effect averaged within identity across seeds,1,0
-0.8162120747724246,-0.5035354165937928,-1.1538970417632157,adaptive,0.1,20,masked_psnr,128,8,oral,paired effect averaged within identity across seeds,1,0
-0.3742035304771122,-0.08486899612168265,-0.645436485295635,released,0.3,20,masked_psnr,128,8,oral,paired effect averaged within identity across seeds,1,0
-2.3105822930891007,-1.2702155731186737,-3.376021707413188,adaptive,0.15,20,masked_psnr,384,1,background,paired effect averaged within identity across seeds,1,0
-2.3634610108586878,-1.3967939510996226,-3.440919762518736,released,0.15,20,masked_psnr,384,1,background,paired effect averaged within identity across seeds,1,0
0.2380862416343552,0.5491535342100113,-0.059402440587610586,adaptive,0.6,20,masked_psnr,384,1,eyes,paired effect averaged within identity across seeds,1,0
-0.07268601231149194,0.27780685015164486,-0.38759190686980305,released,0.4,20,masked_psnr,384,1,eyes,paired effect averaged within identity across seeds,1,0
0.23516518804583156,0.7429766913000563,-0.28005613300820487,adaptive,0.55,20,masked_psnr,384,1,flame_supported,paired effect averaged within identity across seeds,1,0
0.36167624500261064,0.8772607416645222,-0.16710103451332445,released,0.65,20,masked_psnr,384,1,flame_supported,paired effect averaged within identity across seeds,1,0
6.363049416869728,7.6021922488305815,5.0212053889453,adaptive,1.0,20,masked_psnr,384,1,flame_unsupported,paired effect averaged within identity across seeds,1,0
6.897385766122755,8.061355364853279,5.633155569922356,released,1.0,20,masked_psnr,384,1,flame_unsupported,paired effect averaged within identity across seeds,1,0
4.847270129703224,5.847658485551505,3.7778020079038908,adaptive,1.0,20,masked_psnr,384,1,foreground,paired effect averaged within identity across seeds,1,0
5.233941941071793,6.208325521069186,4.161500261549347,released,1.0,20,masked_psnr,384,1,foreground,paired effect averaged within identity across seeds,1,0
3.089079997413213,3.7908159628787783,2.321124401656885,adaptive,0.95,20,masked_psnr,384,1,full_frame,paired effect averaged within identity across seeds,1,0
3.469510975517386,4.172497168850297,2.715619538799553,released,1.0,20,masked_psnr,384,1,full_frame,paired effect averaged within identity across seeds,1,0
-0.6334314156362189,-0.3623449195369646,-0.8999782782288424,adaptive,0.15,20,masked_psnr,384,1,oral,paired effect averaged within identity across seeds,1,0
-0.27110206604939274,0.0005918259273961896,-0.5359974613688392,released,0.4,20,masked_psnr,384,1,oral,paired effect averaged within identity across seeds,1,0
-2.4614749200346577,-1.4903533479502458,-3.5009609460041844,adaptive,0.1,20,masked_psnr,384,4,background,paired effect averaged within identity across seeds,1,0
-2.569686128125365,-1.6157714174942983,-3.6645867400177465,released,0.1,20,masked_psnr,384,4,background,paired effect averaged within identity across seeds,1,0
0.10246055413855579,0.4598062217852132,-0.22112230826182872,adaptive,0.5,20,masked_psnr,384,4,eyes,paired effect averaged within identity across seeds,1,0
-0.18140960464367595,0.21187081973122301,-0.5684573051029309,released,0.4,20,masked_psnr,384,4,eyes,paired effect averaged within identity across seeds,1,0
0.021832500081432026,0.5636286306742261,-0.5144398819805012,adaptive,0.5,20,masked_psnr,384,4,flame_supported,paired effect averaged within identity across seeds,1,0
0.24099126994656972,0.8067363118176631,-0.3272868332938049,released,0.55,20,masked_psnr,384,4,flame_supported,paired effect averaged within identity across seeds,1,0
6.202800182124528,7.405060111784849,4.907654026320179,adaptive,1.0,20,masked_psnr,384,4,flame_unsupported,paired effect averaged within identity across seeds,1,0
6.810414831481763,7.985587106669028,5.593828676762076,released,1.0,20,masked_psnr,384,4,flame_unsupported,paired effect averaged within identity across seeds,1,0
4.7706370541681205,5.77045953198313,3.7301143557557928,adaptive,1.0,20,masked_psnr,384,4,foreground,paired effect averaged within identity across seeds,1,0
5.259463791135846,6.20405216613342,4.218827507977374,released,1.0,20,masked_psnr,384,4,foreground,paired effect averaged within identity across seeds,1,0
2.99612667813866,3.656738390104572,2.283819942464241,adaptive,0.95,20,masked_psnr,384,4,full_frame,paired effect averaged within identity across seeds,1,0
3.4072412838133346,4.114668540391485,2.680278563737989,released,1.0,20,masked_psnr,384,4,full_frame,paired effect averaged within identity across seeds,1,0
-0.8405974523768901,-0.5665371337828397,-1.115883894649502,adaptive,0.1,20,masked_psnr,384,4,oral,paired effect averaged within identity across seeds,1,0
-0.5151085102031366,-0.2580726008401555,-0.7674319240764615,released,0.2,20,masked_psnr,384,4,oral,paired effect averaged within identity across seeds,1,0
