advantage_over_hard_mean,ci_high,ci_low,comparison,fraction_identities_advantage_positive,identity_count,metric,n_id,n_obs,region,seed_aggregation,seed_count
-0.5438552827889563,2.213480150575201,-2.505362143905044,adaptive,0.21052631578947367,19,masked_psnr,8,1,background,paired effect averaged within identity across seeds,3
-0.4235525479303537,2.2174062350680543,-2.2991467409285975,released,0.2631578947368421,19,masked_psnr,8,1,background,paired effect averaged within identity across seeds,3
-0.039273679422801855,0.5865385959525645,-0.8048473102796743,adaptive,0.631578947368421,19,masked_psnr,8,1,eyes,paired effect averaged within identity across seeds,3
-0.45074756429180923,0.14202994918078823,-1.1704733299627939,released,0.47368421052631576,19,masked_psnr,8,1,eyes,paired effect averaged within identity across seeds,3
-1.7120251076875765,-1.0816013936938167,-2.3885087537231056,adaptive,0.10526315789473684,19,masked_psnr,8,1,flame_supported,paired effect averaged within identity across seeds,3
-1.523126321079479,-0.9857390385678741,-2.1326500228263217,released,0.0,19,masked_psnr,8,1,flame_supported,paired effect averaged within identity across seeds,3
2.983363328688274,3.9398414041582024,1.9439124020297935,adaptive,0.9473684210526315,19,masked_psnr,8,1,flame_unsupported,paired effect averaged within identity across seeds,3
2.718518785508619,3.609603540744369,1.7713071703485395,released,0.9473684210526315,19,masked_psnr,8,1,flame_unsupported,paired effect averaged within identity across seeds,3
1.977665194044911,2.8544217207343614,1.026540972818189,adaptive,0.8947368421052632,19,masked_psnr,8,1,foreground,paired effect averaged within identity across seeds,3
1.8074868793420686,2.595206667757445,0.9491383713318571,released,0.8947368421052632,19,masked_psnr,8,1,foreground,paired effect averaged within identity across seeds,3
1.0587278826877424,2.0108145883912987,-0.047772002259771816,adaptive,0.7894736842105263,19,masked_psnr,8,1,full_frame,paired effect averaged within identity across seeds,3
0.9773822003198461,1.853107050639029,0.007466398148457687,released,0.7894736842105263,19,masked_psnr,8,1,full_frame,paired effect averaged within identity across seeds,3
-0.7816912746149512,-0.4288690232561677,-1.1375873531631482,adaptive,0.10526315789473684,19,masked_psnr,8,1,oral,paired effect averaged within identity across seeds,3
-0.442898112050362,-0.15905211400249242,-0.7068556380771925,released,0.21052631578947367,19,masked_psnr,8,1,oral,paired effect averaged within identity across seeds,3
-0.24303795207287082,2.1871821299357266,-2.1773228848392363,adaptive,0.42105263157894735,19,masked_psnr,8,4,background,paired effect averaged within identity across seeds,3
-0.0761437560458472,2.51127883413268,-2.05398362425618,released,0.2631578947368421,19,masked_psnr,8,4,background,paired effect averaged within identity across seeds,3
-0.3756411290884623,0.1570019559267966,-0.9913636325842105,adaptive,0.42105263157894735,19,masked_psnr,8,4,eyes,paired effect averaged within identity across seeds,3
-0.6363909981232128,-0.016713913331462098,-1.3604721254211916,released,0.42105263157894735,19,masked_psnr,8,4,eyes,paired effect averaged within identity across seeds,3
-1.743343552832525,-1.1055787722771788,-2.424112003272265,adaptive,0.15789473684210525,19,masked_psnr,8,4,flame_supported,paired effect averaged within identity across seeds,3
-1.6398785458108651,-1.1350802300512441,-2.2037405944394615,released,0.05263157894736842,19,masked_psnr,8,4,flame_supported,paired effect averaged within identity across seeds,3
3.056839811980888,3.8001810236118043,2.304215212094856,adaptive,0.9473684210526315,19,masked_psnr,8,4,flame_unsupported,paired effect averaged within identity across seeds,3
2.875687069917872,3.583376103511732,2.203857263747707,released,0.9473684210526315,19,masked_psnr,8,4,flame_unsupported,paired effect averaged within identity across seeds,3
2.059674718385277,2.7592369981880727,1.2624376129475907,adaptive,0.8947368421052632,19,masked_psnr,8,4,foreground,paired effect averaged within identity across seeds,3
1.9412272770406822,2.584955995034533,1.2495740423950814,released,0.9473684210526315,19,masked_psnr,8,4,foreground,paired effect averaged within identity across seeds,3
1.1465123712710077,2.024290323162348,0.15211501732444238,adaptive,0.7894736842105263,19,masked_psnr,8,4,full_frame,paired effect averaged within identity across seeds,3
1.0827019855943858,1.866417335376974,0.17599588345581485,released,0.7894736842105263,19,masked_psnr,8,4,full_frame,paired effect averaged within identity across seeds,3
-0.990521262807577,-0.6379588568953377,-1.3390274109710578,adaptive,0.10526315789473684,19,masked_psnr,8,4,oral,paired effect averaged within identity across seeds,3
-0.7193024248359496,-0.35231100575496893,-1.1047860437996075,released,0.21052631578947367,19,masked_psnr,8,4,oral,paired effect averaged within identity across seeds,3
-0.30820700300549,1.8712495190367917,-2.1669299379896096,adaptive,0.42105263157894735,19,masked_psnr,8,8,background,paired effect averaged within identity across seeds,3
-0.14587008962558193,2.2686194383219864,-2.0630237784542604,released,0.2631578947368421,19,masked_psnr,8,8,background,paired effect averaged within identity across seeds,3
