subject,hard_extent_gain_db,free_extent_gain_db,release_gain_cap003_db,release_gain_cap030_db,interaction_db
388,11.649226848415065,11.290324703788109,15.138706254585223,14.779804109958267,0.35890214462695624
422,10.09670572165894,6.846624578181679,16.60165269406813,13.351571550590867,3.250081143477262
443,10.922456075828599,9.839892222509338,19.49537079896752,18.412806945648256,1.082563853319261
445,8.975961433721782,8.381604315495142,23.935894339499086,23.341537221272446,0.5943571182266396
475,13.033305215083818,9.366348021048037,20.88162720086028,17.214670006824498,3.6669571940357812
