subject,fold,condition,camera_id,region,psnr
475,fold_a,free,222200041,supported,26.879971382410606
475,fold_a,free,222200043,supported,28.601822525133475
475,fold_a,free,221501007,supported,28.14071901539291
475,fold_a,free,222200042,unsupported,21.97565303515757
475,fold_a,free,222200036,unsupported,27.7280644129209
475,fold_a,free,222200041,unsupported,27.24778676776554
475,fold_a,free,222200043,unsupported,26.558090948097725
475,fold_a,free,221501007,unsupported,25.02185750085775
475,fold_a,free,222200042,head,24.107066970803203
475,fold_a,free,222200036,head,27.954931594584068
475,fold_a,free,222200041,head,26.932971393094583
475,fold_a,free,222200043,head,27.475342480790435
475,fold_a,free,221501007,head,26.566911849510877
475,fold_b,hard,222200040,supported,24.310589647471907
475,fold_b,hard,220700191,supported,24.014795720707028
475,fold_b,hard,222200047,supported,25.500433358613105
475,fold_b,hard,222200045,supported,22.45399112452583
475,fold_b,hard,222200040,unsupported,20.424128453884606
475,fold_b,hard,220700191,unsupported,11.900221241575606
475,fold_b,hard,222200047,unsupported,12.017295209287175
475,fold_b,hard,222200045,unsupported,17.61196343805326
475,fold_b,hard,222200040,head,22.087192874716326
475,fold_b,hard,220700191,head,15.515172232314418
475,fold_b,hard,222200047,head,15.700769908509553
475,fold_b,hard,222200045,head,19.53456128060584
475,fold_b,r075,222200040,supported,29.29228253061499
475,fold_b,r075,220700191,supported,30.62193299257594
475,fold_b,r075,222200047,supported,28.05640566539295
475,fold_b,r075,222200045,supported,25.945044618580326
475,fold_b,r075,222200040,unsupported,26.32713776118511
475,fold_b,r075,220700191,unsupported,27.5098770786726
475,fold_b,r075,222200047,unsupported,26.58183144279257
475,fold_b,r075,222200045,unsupported,25.696261963897232
475,fold_b,r075,222200040,head,27.320483258916465
475,fold_b,r075,220700191,head,28.33407450494926
475,fold_b,r075,222200047,head,26.99740302991925
475,fold_b,r075,222200045,head,25.327787479214106
475,fold_b,free,222200040,supported,28.383645009002386
475,fold_b,free,220700191,supported,30.199208256286084
475,fold_b,free,222200047,supported,26.80312699163386
475,fold_b,free,222200045,supported,26.422667675047947
475,fold_b,free,222200040,unsupported,26.346099222977706
475,fold_b,free,220700191,unsupported,28.40632966879329
475,fold_b,free,222200047,unsupported,27.770370223675116
475,fold_b,free,222200045,unsupported,26.39234596005729
475,fold_b,free,222200040,head,27.081854308862372
475,fold_b,free,220700191,head,28.722802304443444
475,fold_b,free,222200047,head,27.094562634353835
475,fold_b,free,222200045,head,25.97837715608291
475,fold_c,hard,222200044,supported,23.414341979763638
475,fold_c,hard,222200048,supported,24.86701750898878
475,fold_c,hard,222200038,supported,23.97676900242791
475,fold_c,hard,222200049,supported,25.256426995854312
475,fold_c,hard,222200044,unsupported,18.06464338903301
475,fold_c,hard,222200048,unsupported,17.11662005308999
