subject,fold,condition,camera_id,region,psnr
475,fold_c,hard,222200038,unsupported,19.14875594469835
475,fold_c,hard,222200049,unsupported,13.009006284056468
475,fold_c,hard,222200044,head,20.018746316586192
475,fold_c,hard,222200048,head,19.804273439982914
475,fold_c,hard,222200038,head,21.46001198716516
475,fold_c,hard,222200049,head,16.41713175370296
475,fold_c,r075,222200044,supported,28.081780188804146
475,fold_c,r075,222200048,supported,28.748913315767666
475,fold_c,r075,222200038,supported,27.529919471086444
475,fold_c,r075,222200049,supported,30.08751454241893
475,fold_c,r075,222200044,unsupported,23.191810859376144
475,fold_c,r075,222200048,unsupported,27.447937448038864
475,fold_c,r075,222200038,unsupported,23.12673573551738
475,fold_c,r075,222200049,unsupported,23.448885931922632
475,fold_c,r075,222200044,head,25.10917828851252
475,fold_c,r075,222200048,head,27.798723226567176
475,fold_c,r075,222200038,head,25.514913257713367
475,fold_c,r075,222200049,head,24.746633738415188
475,fold_c,free,222200044,supported,28.01097386332511
475,fold_c,free,222200048,supported,28.24457141417811
475,fold_c,free,222200038,supported,27.38556313868382
475,fold_c,free,222200049,supported,30.070092921499057
475,fold_c,free,222200044,unsupported,24.20335775538526
475,fold_c,free,222200048,unsupported,27.985601474901344
475,fold_c,free,222200038,unsupported,25.647187285396598
475,fold_c,free,222200049,unsupported,24.07792948035878
475,fold_c,free,222200044,head,25.790270801704402
475,fold_c,free,222200048,head,27.446495015540936
475,fold_c,free,222200038,head,26.64139290279519
475,fold_c,free,222200049,head,25.015826456444657
